Date,Price,,Days since 01/01/2000,,,,,,,,,,,,
31-Dec-20,84.08,,7670,,,,,,,,,,,,
30-Dec-20,84.14,,7669,,,,,,,,,,,,
29-Dec-20,84.02,,7668,,,,,,,,,,,,
28-Dec-20,83.733,,7667,,,,,,,,,,,,
24-Dec-20,83.18,,7663,,,,,,,,,,,,
23-Dec-20,83.35,,7662,,,,,,,,,,,,
22-Dec-20,83.24,,7661,,,,,,,,,,,,
21-Dec-20,82.974,,7660,,,,,,,,,,,,
18-Dec-20,82.664,,7657,,,,,,,,,,,,
17-Dec-20,82.71,,7656,,,,,,,,,,,,
16-Dec-20,82.46,,7655,,,,,,,,,,,,
15-Dec-20,82.47,,7654,,,,,,,,,,,,
14-Dec-20,82.37,,7653,,,,,,,,,,,,
11-Dec-20,82.14,,7650,,,,,,,,,,,,
10-Dec-20,82.13,,7649,,,,,,,,,,,,
9-Dec-20,82.04,,7648,,,,,,,,,,,,
8-Dec-20,81.58,,7647,,,,,,,,,,,,
7-Dec-20,81.48,,7646,,,,,,,,,,,,
4-Dec-20,81.66,,7643,,,,,,,,,,,,
3-Dec-20,81.4,,7642,,,,,,,,,,,,
2-Dec-20,81.48,,7641,,,,,,,,,,,,
1-Dec-20,81.43,,7640,,,,,,,,,,,,
30-Nov-20,81.3,,7639,,,,,,,,,,,,
27-Nov-20,81.06,,7636,,,,,,,,,,,,
26-Nov-20,80.87,,7635,,,,,,,,,,,,
25-Nov-20,80.79,,7634,,,,,,,,,,,,
24-Nov-20,80.68,,7633,,,,,,,,,,,,
23-Nov-20,80.29,,7632,,,,,,,,,,,,
20-Nov-20,80.35,,7629,,,,,,,,,,,,
19-Nov-20,80.27,,7628,,,,,,,,,,,,
18-Nov-20,79.991,,7627,,,,,,,,,,,,
17-Nov-20,80.03,,7626,,,,,,,,,,,,
16-Nov-20,79.95,,7625,,,,,,,,,,,,
13-Nov-20,79.74,,7622,,,,,,,,,,,,
12-Nov-20,79.5,,7621,,,,,,,,,,,,
11-Nov-20,79.322,,7620,,,,,,,,,,,,
10-Nov-20,79.37,,7619,,,,,,,,,,,,
9-Nov-20,79.178,,7618,,,,,,,,,,,,
6-Nov-20,79.03,,7615,,,,,,,,,,,,
5-Nov-20,79.08,,7614,,,,,,,,,,,,
4-Nov-20,78.865,,7613,,,,,,,,,,,,
3-Nov-20,78.92,,7612,,,,,,,,,,,,
2-Nov-20,78.68,,7611,,,,,,,,,,,,
30-Oct-20,78.32,,7608,,,,,,,,,,,,
29-Oct-20,78.29,,7607,,,,,,,,,,,,
28-Oct-20,78.3,,7606,,,,,,,,,,,,
27-Oct-20,78.3,,7605,,,,,,,,,,,,
26-Oct-20,78.084,,7604,,,,,,,,,,,,
23-Oct-20,78.12,,7601,,,,,,,,,,,,
22-Oct-20,77.99,,7600,,,,,,,,,,,,
21-Oct-20,77.67,,7599,,,,,,,,,,,,
20-Oct-20,77.507,,7598,,,,,,,,,,,,
19-Oct-20,77.57,,7597,,,,,,,,,,,,
16-Oct-20,77.368,,7594,,,,,,,,,,,,
15-Oct-20,77.47,,7593,,,,,,,,,,,,
14-Oct-20,77.4,,7592,,,,,,,,,,,,
13-Oct-20,77.25,,7591,,,,,,,,,,,,
9-Oct-20,77.14,,7587,,,,,,,,,,,,
8-Oct-20,77.11,,7586,,,,,,,,,,,,
7-Oct-20,77.1,,7585,,,,,,,,,,,,
6-Oct-20,77.06,,7584,,,,,,,,,,,,
5-Oct-20,76.94,,7583,,,,,,,,,,,,
2-Oct-20,76.789,,7580,,,,,,,,,,,,
1-Oct-20,76.18,,7579,,,,,,,,,,,,
30-Sep-20,76.17,,7578,,,,,,,,,,,,
29-Sep-20,76.11,,7577,,,,,,,,,,,,
28-Sep-20,76.05,,7576,,,,,,,,,,,,
25-Sep-20,75.687,,7573,,,,,,,,,,,,
24-Sep-20,75.77,,7572,,,,,,,,,,,,
23-Sep-20,75.558,,7571,,,,,,,,,,,,
22-Sep-20,75.489,,7570,,,,,,,,,,,,
21-Sep-20,75.51,,7569,,,,,,,,,,,,
18-Sep-20,75.219,,7566,,,,,,,,,,,,
17-Sep-20,75.31,,7565,,,,,,,,,,,,
16-Sep-20,75.09,,7564,,,,,,,,,,,,
15-Sep-20,75.13,,7563,,,,,,,,,,,,
14-Sep-20,75.05,,7562,,,,,,,,,,,,
11-Sep-20,74.83,,7559,,,,,,,,,,,,
10-Sep-20,74.68,,7558,,,,,,,,,,,,
9-Sep-20,74.61,,7557,,,,,,,,,,,,
8-Sep-20,74.63,,7556,,,,,,,,,,,,
7-Sep-20,74.64,,7555,,,,,,,,,,,,
4-Sep-20,74.42,,7552,,,,,,,,,,,,
3-Sep-20,74.31,,7551,,,,,,,,,,,,
2-Sep-20,74.31,,7550,,,,,,,,,,,,
1-Sep-20,74.24,,7549,,,,,,,,,,,,
31-Aug-20,74.022,,7548,,,,,,,,,,,,
28-Aug-20,73.842,,7545,,,,,,,,,,,,
27-Aug-20,73.785,,7544,,,,,,,,,,,,
26-Aug-20,73.701,,7543,,,,,,,,,,,,
25-Aug-20,73.652,,7542,,,,,,,,,,,,
24-Aug-20,73.574,,7541,,,,,,,,,,,,
21-Aug-20,73.57,,7538,,,,,,,,,,,,
20-Aug-20,73.369,,7537,,,,,,,,,,,,
19-Aug-20,73.47,,7536,,,,,,,,,,,,
18-Aug-20,73.39,,7535,,,,,,,,,,,,
17-Aug-20,73.1,,7534,,,,,,,,,,,,
14-Aug-20,73.15,,7531,,,,,,,,,,,,
13-Aug-20,72.955,,7530,,,,,,,,,,,,
12-Aug-20,73.04,,7529,,,,,,,,,,,,
11-Aug-20,72.844,,7528,,,,,,,,,,,,
10-Aug-20,72.88,,7527,,,,,,,,,,,,
7-Aug-20,72.76,,7524,,,,,,,,,,,,
6-Aug-20,72.69,,7523,,,,,,,,,,,,
5-Aug-20,72.466,,7522,,,,,,,,,,,,
4-Aug-20,72.56,,7521,,,,,,,,,,,,
3-Aug-20,72.365,,7520,,,,,,,,,,,,
31-Jul-20,72.31,,7517,,,,,,,,,,,,
30-Jul-20,72.25,,7516,,,,,,,,,,,,
29-Jul-20,72.19,,7515,,,,,,,,,,,,
28-Jul-20,72.13,,7514,,,,,,,,,,,,
27-Jul-20,71.926,,7513,,,,,,,,,,,,
24-Jul-20,71.83,,7510,,,,,,,,,,,,
23-Jul-20,71.686,,7509,,,,,,,,,,,,
22-Jul-20,71.77,,7508,,,,,,,,,,,,
21-Jul-20,71.71,,7507,,,,,,,,,,,,
20-Jul-20,71.506,,7506,,,,,,,,,,,,
17-Jul-20,71.47,,7503,,,,,,,,,,,,
16-Jul-20,71.267,,7502,,,,,,,,,,,,
15-Jul-20,71.207,,7501,,,,,,,,,,,,
14-Jul-20,71.22,,7500,,,,,,,,,,,,
13-Jul-20,71.088,,7499,,,,,,,,,,,,
10-Jul-20,70.86,,7496,,,,,,,,,,,,
9-Jul-20,70.788,,7495,,,,,,,,,,,,
8-Jul-20,70.788,,7494,,,,,,,,,,,,
7-Jul-20,70.87,,7493,,,,,,,,,,,,
6-Jul-20,70.8,,7492,,,,,,,,,,,,
3-Jul-20,70.63,,7489,,,,,,,,,,,,
2-Jul-20,70.57,,7488,,,,,,,,,,,,
1-Jul-20,70.51,,7487,,,,,,,,,,,,
30-Jun-20,70.309,,7486,,,,,,,,,,,,
29-Jun-20,70.259,,7485,,,,,,,,,,,,
26-Jun-20,70.07,,7482,,,,,,,,,,,,
25-Jun-20,70.15,,7481,,,,,,,,,,,,
24-Jun-20,70.08,,7480,,,,,,,,,,,,
23-Jun-20,70.03,,7479,,,,,,,,,,,,
22-Jun-20,69.92,,7478,,,,,,,,,,,,
19-Jun-20,69.74,,7475,,,,,,,,,,,,
18-Jun-20,69.593,,7474,,,,,,,,,,,,
17-Jun-20,69.531,,7473,,,,,,,,,,,,
16-Jun-20,69.61,,7472,,,,,,,,,,,,
15-Jun-20,69.231,,7471,,,,,,,,,,,,
12-Jun-20,69.37,,7468,,,,,,,,,,,,
11-Jun-20,69.31,,7467,,,,,,,,,,,,
10-Jun-20,69.24,,7466,,,,,,,,,,,,
9-Jun-20,69.023,,7465,,,,,,,,,,,,
8-Jun-20,68.929,,7464,,,,,,,,,,,,
5-Jun-20,68.839,,7461,,,,,,,,,,,,
4-Jun-20,68.753,,7460,,,,,,,,,,,,
3-Jun-20,68.79,,7459,,,,,,,,,,,,
2-Jun-20,68.573,,7458,,,,,,,,,,,,
1-Jun-20,68.56,,7457,,,,,,,,,,,,
29-May-20,68.389,,7454,,,,,,,,,,,,
28-May-20,68.303,,7453,,,,,,,,,,,,
27-May-20,68.213,,7452,,,,,,,,,,,,
26-May-20,68.117,,7451,,,,,,,,,,,,
22-May-20,68.17,,7447,,,,,,,,,,,,
21-May-20,67.944,,7446,,,,,,,,,,,,
20-May-20,67.93,,7445,,,,,,,,,,,,
19-May-20,67.9,,7444,,,,,,,,,,,,
18-May-20,67.81,,7443,,,,,,,,,,,,
15-May-20,67.585,,7440,,,,,,,,,,,,
14-May-20,67.58,,7439,,,,,,,,,,,,
13-May-20,67.405,,7438,,,,,,,,,,,,
12-May-20,67.315,,7437,,,,,,,,,,,,
11-May-20,67.33,,7436,,,,,,,,,,,,
8-May-20,67.27,,7433,,,,,,,,,,,,
7-May-20,67.16,,7432,,,,,,,,,,,,
6-May-20,66.956,,7431,,,,,,,,,,,,
5-May-20,66.866,,7430,,,,,,,,,,,,
4-May-20,66.785,,7429,,,,,,,,,,,,
1-May-20,66.61,,7426,,,,,,,,,,,,
30-Apr-20,66.77,,7425,,,,,,,,,,,,
29-Apr-20,66.67,,7424,,,,,,,,,,,,
28-Apr-20,66.56,,7423,,,,,,,,,,,,
27-Apr-20,66.45,,7422,,,,,,,,,,,,
24-Apr-20,66.287,,7419,,,,,,,,,,,,
23-Apr-20,66.177,,7418,,,,,,,,,,,,
22-Apr-20,66.2,,7417,,,,,,,,,,,,
21-Apr-20,65.951,,7416,,,,,,,,,,,,
20-Apr-20,65.92,,7415,,,,,,,,,,,,
17-Apr-20,65.795,,7412,,,,,,,,,,,,
16-Apr-20,65.604,,7411,,,,,,,,,,,,
15-Apr-20,65.483,,7410,,,,,,,,,,,,
14-Apr-20,65.41,,7409,,,,,,,,,,,,
13-Apr-20,65.177,,7408,,,,,,,,,,,,
10-Apr-20,64.53,,7405,,,,,,,,,,,,
9-Apr-20,64.958,,7404,,,,,,,,,,,,
8-Apr-20,64.965,,7403,,,,,,,,,,,,
7-Apr-20,64.87,,7402,,,,,,,,,,,,
6-Apr-20,64.79,,7401,,,,,,,,,,,,
3-Apr-20,64.905,,7398,,,,,,,,,,,,
2-Apr-20,64.71,,7397,,,,,,,,,,,,
1-Apr-20,64.335,,7396,,,,,,,,,,,,
31-Mar-20,64.204,,7395,,,,,,,,,,,,
30-Mar-20,64.39,,7394,,,,,,,,,,,,
27-Mar-20,64.215,,7391,,,,,,,,,,,,
26-Mar-20,64.034,,7390,,,,,,,,,,,,
25-Mar-20,63.851,,7389,,,,,,,,,,,,
24-Mar-20,63.675,,7388,,,,,,,,,,,,
23-Mar-20,63.578,,7387,,,,,,,,,,,,
20-Mar-20,63.76,,7384,,,,,,,,,,,,
19-Mar-20,63.354,,7383,,,,,,,,,,,,
18-Mar-20,63.135,,7382,,,,,,,,,,,,
17-Mar-20,63.095,,7381,,,,,,,,,,,,
16-Mar-20,62.94,,7380,,,,,,,,,,,,
13-Mar-20,62.89,,7377,,,,,,,,,,,,
12-Mar-20,62.541,,7376,,,,,,,,,,,,
11-Mar-20,62.57,,7375,,,,,,,,,,,,
10-Mar-20,62.396,,7374,,,,,,,,,,,,
9-Mar-20,62.337,,7373,,,,,,,,,,,,
6-Mar-20,62.287,,7370,,,,,,,,,,,,
5-Mar-20,62.229,,7369,,,,,,,,,,,,
4-Mar-20,62.355,,7368,,,,,,,,,,,,
3-Mar-20,62.115,,7367,,,,,,,,,,,,
2-Mar-20,62.061,,7366,,,,,,,,,,,,
28-Feb-20,62.12,,7363,,,,,,,,,,,,
27-Feb-20,62.055,,7362,,,,,,,,,,,,
26-Feb-20,61.898,,7361,,,,,,,,,,,,
25-Feb-20,61.648,,7360,,,,,,,,,,,,
24-Feb-20,61.73,,7359,,,,,,,,,,,,
21-Feb-20,61.648,,7356,,,,,,,,,,,,
20-Feb-20,61.599,,7355,,,,,,,,,,,,
19-Feb-20,61.538,,7354,,,,,,,,,,,,
18-Feb-20,61.474,,7353,,,,,,,,,,,,
17-Feb-20,61.55,,7352,,,,,,,,,,,,
14-Feb-20,61.36,,7349,,,,,,,,,,,,
13-Feb-20,61.305,,7348,,,,,,,,,,,,
12-Feb-20,61.044,,7347,,,,,,,,,,,,
11-Feb-20,60.932,,7346,,,,,,,,,,,,
10-Feb-20,60.789,,7345,,,,,,,,,,,,
7-Feb-20,60.69,,7342,,,,,,,,,,,,
6-Feb-20,60.497,,7341,,,,,,,,,,,,
5-Feb-20,60.403,,7340,,,,,,,,,,,,
4-Feb-20,60.5,,7339,,,,,,,,,,,,
3-Feb-20,60.271,,7338,,,,,,,,,,,,
31-Jan-20,60.27,,7335,,,,,,,,,,,,
30-Jan-20,60.065,,7334,,,,,,,,,,,,
29-Jan-20,60.045,,7333,,,,,,,,,,,,
28-Jan-20,60.09,,7332,,,,,,,,,,,,
27-Jan-20,59.984,,7331,,,,,,,,,,,,
24-Jan-20,60,,7328,,,,,,,,,,,,
23-Jan-20,60.01,,7327,,,,,,,,,,,,
22-Jan-20,59.98,,7326,,,,,,,,,,,,
21-Jan-20,60.09,,7325,,,,,,,,,,,,
20-Jan-20,59.95,,7324,,,,,,,,,,,,
17-Jan-20,60,,7321,,,,,,,,,,,,
16-Jan-20,59.89,,7320,,,,,,,,,,,,
15-Jan-20,59.77,,7319,,,,,,,,,,,,
14-Jan-20,59.98,,7318,,,,,,,,,,,,
13-Jan-20,59.93,,7317,,,,,,,,,,,,
10-Jan-20,59.63,,7314,,,,,,,,,,,,
9-Jan-20,59.73,,7313,,,,,,,,,,,,
8-Jan-20,59.81,,7312,,,,,,,,,,,,
7-Jan-20,59.628,,7311,,,,,,,,,,,,
6-Jan-20,59.636,,7310,,,,,,,,,,,,
3-Jan-20,59.73,,7307,,,,,,,,,,,,
2-Jan-20,59.8,,7306,,,,,,,,,,,,
1-Jan-20,59.87,,7305,,,,,,,,,,,,
31-Dec-19,59.86,,7304,,,,,,,,,,,,
30-Dec-19,59.87,,7303,,,,,,,,,,,,
27-Dec-19,59.81,,7300,,,,,,,,,,,,
26-Dec-19,59.675,,7299,,,,,,,,,,,,
25-Dec-19,59.69,,7298,,,,,,,,,,,,
24-Dec-19,59.68,,7297,,,,,,,,,,,,
23-Dec-19,59.805,,7296,,,,,,,,,,,,
20-Dec-19,59.633,,7293,,,,,,,,,,,,
19-Dec-19,59.735,,7292,,,,,,,,,,,,
18-Dec-19,59.629,,7291,,,,,,,,,,,,
17-Dec-19,59.632,,7290,,,,,,,,,,,,
16-Dec-19,59.73,,7289,,,,,,,,,,,,
13-Dec-19,59.635,,7286,,,,,,,,,,,,
12-Dec-19,59.632,,7285,,,,,,,,,,,,
11-Dec-19,59.632,,7284,,,,,,,,,,,,
10-Dec-19,59.735,,7283,,,,,,,,,,,,
9-Dec-19,59.91,,7282,,,,,,,,,,,,
6-Dec-19,59.764,,7279,,,,,,,,,,,,
5-Dec-19,59.96,,7278,,,,,,,,,,,,
4-Dec-19,59.698,,7277,,,,,,,,,,,,
3-Dec-19,59.73,,7276,,,,,,,,,,,,
2-Dec-19,59.78,,7275,,,,,,,,,,,,
29-Nov-19,59.91,,7272,,,,,,,,,,,,
28-Nov-19,59.77,,7271,,,,,,,,,,,,
27-Nov-19,59.9,,7270,,,,,,,,,,,,
26-Nov-19,59.825,,7269,,,,,,,,,,,,
25-Nov-19,59.526,,7268,,,,,,,,,,,,
22-Nov-19,59.78,,7265,,,,,,,,,,,,
21-Nov-19,59.79,,7264,,,,,,,,,,,,
20-Nov-19,59.539,,7263,,,,,,,,,,,,
19-Nov-19,59.508,,7262,,,,,,,,,,,,
18-Nov-19,59.296,,7261,,,,,,,,,,,,
15-Nov-19,59.488,,7258,,,,,,,,,,,,
14-Nov-19,59.6,,7257,,,,,,,,,,,,
13-Nov-19,59.536,,7256,,,,,,,,,,,,
12-Nov-19,59.513,,7255,,,,,,,,,,,,
11-Nov-19,59.5,,7254,,,,,,,,,,,,
8-Nov-19,59.495,,7251,,,,,,,,,,,,
7-Nov-19,59.59,,7250,,,,,,,,,,,,
6-Nov-19,59.655,,7249,,,,,,,,,,,,
5-Nov-19,59.655,,7248,,,,,,,,,,,,
4-Nov-19,59.64,,7247,,,,,,,,,,,,
1-Nov-19,59.519,,7244,,,,,,,,,,,,
31-Oct-19,59.56,,7243,,,,,,,,,,,,
30-Oct-19,59.515,,7242,,,,,,,,,,,,
29-Oct-19,59.267,,7241,,,,,,,,,,,,
28-Oct-19,59.247,,7240,,,,,,,,,,,,
25-Oct-19,59.92,,7237,,,,,,,,,,,,
24-Oct-19,59.351,,7236,,,,,,,,,,,,
23-Oct-19,58.801,,7235,,,,,,,,,,,,
22-Oct-19,58.64,,7234,,,,,,,,,,,,
21-Oct-19,58.31,,7233,,,,,,,,,,,,
18-Oct-19,58.168,,7230,,,,,,,,,,,,
17-Oct-19,58.23,,7229,,,,,,,,,,,,
16-Oct-19,58.34,,7228,,,,,,,,,,,,
15-Oct-19,58.27,,7227,,,,,,,,,,,,
14-Oct-19,58.035,,7226,,,,,,,,,,,,
11-Oct-19,58.02,,7223,,,,,,,,,,,,
10-Oct-19,57.796,,7222,,,,,,,,,,,,
9-Oct-19,57.98,,7221,,,,,,,,,,,,
8-Oct-19,57.845,,7220,,,,,,,,,,,,
7-Oct-19,57.81,,7219,,,,,,,,,,,,
4-Oct-19,57.538,,7216,,,,,,,,,,,,
3-Oct-19,57.66,,7215,,,,,,,,,,,,
2-Oct-19,57.82,,7214,,,,,,,,,,,,
1-Oct-19,57.64,,7213,,,,,,,,,,,,
30-Sep-19,57.59,,7212,,,,,,,,,,,,
27-Sep-19,57.32,,7209,,,,,,,,,,,,
26-Sep-19,57.033,,7208,,,,,,,,,,,,
25-Sep-19,56.881,,7207,,,,,,,,,,,,
24-Sep-19,56.86,,7206,,,,,,,,,,,,
23-Sep-19,56.92,,7205,,,,,,,,,,,,
20-Sep-19,56.66,,7202,,,,,,,,,,,,
19-Sep-19,56.399,,7201,,,,,,,,,,,,
18-Sep-19,56.343,,7200,,,,,,,,,,,,
17-Sep-19,56.485,,7199,,,,,,,,,,,,
16-Sep-19,56.26,,7198,,,,,,,,,,,,
13-Sep-19,55.922,,7195,,,,,,,,,,,,
12-Sep-19,56.08,,7194,,,,,,,,,,,,
11-Sep-19,56.17,,7193,,,,,,,,,,,,
10-Sep-19,55.842,,7192,,,,,,,,,,,,
9-Sep-19,56,,7191,,,,,,,,,,,,
6-Sep-19,55.8,,7188,,,,,,,,,,,,
5-Sep-19,56,,7187,,,,,,,,,,,,
4-Sep-19,55.927,,7186,,,,,,,,,,,,
3-Sep-19,55.93,,7185,,,,,,,,,,,,
2-Sep-19,58.25,,7184,,,,,,,,,,,,
30-Aug-19,59.4955,,7181,,,,,,,,,,,,
29-Aug-19,57.87,,7180,,,,,,,,,,,,
28-Aug-19,57.94,,7179,,,,,,,,,,,,
27-Aug-19,56.273,,7178,,,,,,,,,,,,
26-Aug-19,55.2955,,7177,,,,,,,,,,,,
23-Aug-19,55.15,,7174,,,,,,,,,,,,
22-Aug-19,55.08,,7173,,,,,,,,,,,,
21-Aug-19,54.97,,7172,,,,,,,,,,,,
20-Aug-19,54.71,,7171,,,,,,,,,,,,
19-Aug-19,54.8325,,7170,,,,,,,,,,,,
16-Aug-19,54.834,,7167,,,,,,,,,,,,
15-Aug-19,57.1,,7166,,,,,,,,,,,,
14-Aug-19,60.238,,7165,,,,,,,,,,,,
13-Aug-19,55.5695,,7164,,,,,,,,,,,,
12-Aug-19,53,,7163,,,,,,,,,,,,
9-Aug-19,45.2455,,7160,,,,,,,,,,,,
8-Aug-19,45.167,,7159,,,,,,,,,,,,
7-Aug-19,45.5,,7158,,,,,,,,,,,,
6-Aug-19,45.266,,7157,,,,,,,,,,,,
5-Aug-19,45.398,,7156,,,,,,,,,,,,
2-Aug-19,44.585,,7153,,,,,,,,,,,,
1-Aug-19,44.2915,,7152,,,,,,,,,,,,
31-Jul-19,43.8155,,7151,,,,,,,,,,,,
30-Jul-19,43.867,,7150,,,,,,,,,,,,
29-Jul-19,43.742,,7149,,,,,,,,,,,,
26-Jul-19,43.2705,,7146,,,,,,,,,,,,
25-Jul-19,43.3305,,7145,,,,,,,,,,,,
24-Jul-19,42.823,,7144,,,,,,,,,,,,
23-Jul-19,42.611,,7143,,,,,,,,,,,,
22-Jul-19,42.45,,7142,,,,,,,,,,,,
19-Jul-19,42.28,,7139,,,,,,,,,,,,
18-Jul-19,42.278,,7138,,,,,,,,,,,,
17-Jul-19,42.45,,7137,,,,,,,,,,,,
16-Jul-19,42.67,,7136,,,,,,,,,,,,
15-Jul-19,42.296,,7135,,,,,,,,,,,,
12-Jul-19,41.585,,7132,,,,,,,,,,,,
11-Jul-19,41.7,,7131,,,,,,,,,,,,
10-Jul-19,41.788,,7130,,,,,,,,,,,,
9-Jul-19,41.8,,7129,,,,,,,,,,,,
8-Jul-19,41.758,,7128,,,,,,,,,,,,
5-Jul-19,41.8,,7125,,,,,,,,,,,,
4-Jul-19,41.5,,7124,,,,,,,,,,,,
3-Jul-19,42.03,,7123,,,,,,,,,,,,
2-Jul-19,42.103,,7122,,,,,,,,,,,,
1-Jul-19,42.311,,7121,,,,,,,,,,,,
28-Jun-19,42.47,,7118,,,,,,,,,,,,
27-Jun-19,42.69,,7117,,,,,,,,,,,,
26-Jun-19,42.606,,7116,,,,,,,,,,,,
25-Jun-19,42.328,,7115,,,,,,,,,,,,
24-Jun-19,42.373,,7114,,,,,,,,,,,,
21-Jun-19,42.737,,7111,,,,,,,,,,,,
20-Jun-19,43.277,,7110,,,,,,,,,,,,
19-Jun-19,43.33,,7109,,,,,,,,,,,,
18-Jun-19,43.44,,7108,,,,,,,,,,,,
17-Jun-19,43.936,,7107,,,,,,,,,,,,
14-Jun-19,43.946,,7104,,,,,,,,,,,,
13-Jun-19,43.446,,7103,,,,,,,,,,,,
12-Jun-19,43.67,,7102,,,,,,,,,,,,
11-Jun-19,44.647,,7101,,,,,,,,,,,,
10-Jun-19,44.829,,7100,,,,,,,,,,,,
7-Jun-19,44.84,,7097,,,,,,,,,,,,
6-Jun-19,44.88,,7096,,,,,,,,,,,,
5-Jun-19,44.85,,7095,,,,,,,,,,,,
4-Jun-19,44.664,,7094,,,,,,,,,,,,
3-Jun-19,44.805,,7093,,,,,,,,,,,,
31-May-19,44.685,,7090,,,,,,,,,,,,
30-May-19,44.54,,7089,,,,,,,,,,,,
29-May-19,44.44,,7088,,,,,,,,,,,,
28-May-19,44.625,,7087,,,,,,,,,,,,
27-May-19,44.9,,7086,,,,,,,,,,,,
24-May-19,44.754,,7083,,,,,,,,,,,,
23-May-19,45.012,,7082,,,,,,,,,,,,
22-May-19,44.817,,7081,,,,,,,,,,,,
21-May-19,44.78,,7080,,,,,,,,,,,,
20-May-19,45.145,,7079,,,,,,,,,,,,
17-May-19,44.945,,7076,,,,,,,,,,,,
16-May-19,44.681,,7075,,,,,,,,,,,,
15-May-19,44.912,,7074,,,,,,,,,,,,
14-May-19,44.93,,7073,,,,,,,,,,,,
13-May-19,45.085,,7072,,,,,,,,,,,,
10-May-19,44.715,,7069,,,,,,,,,,,,
9-May-19,45.22,,7068,,,,,,,,,,,,
8-May-19,44.97,,7067,,,,,,,,,,,,
7-May-19,45.26,,7066,,,,,,,,,,,,
6-May-19,44.64,,7065,,,,,,,,,,,,
3-May-19,44.44,,7062,,,,,,,,,,,,
2-May-19,44.725,,7061,,,,,,,,,,,,
1-May-19,44.11,,7060,,,,,,,,,,,,
30-Apr-19,44.242,,7059,,,,,,,,,,,,
29-Apr-19,44.35,,7058,,,,,,,,,,,,
26-Apr-19,45.809,,7055,,,,,,,,,,,,
25-Apr-19,44.92,,7054,,,,,,,,,,,,
24-Apr-19,43.853,,7053,,,,,,,,,,,,
23-Apr-19,42.4,,7052,,,,,,,,,,,,
22-Apr-19,42.416,,7051,,,,,,,,,,,,
19-Apr-19,41.791,,7048,,,,,,,,,,,,
18-Apr-19,41.791,,7047,,,,,,,,,,,,
17-Apr-19,41.62,,7046,,,,,,,,,,,,
16-Apr-19,42.258,,7045,,,,,,,,,,,,
15-Apr-19,41.576,,7044,,,,,,,,,,,,
12-Apr-19,42.139,,7041,,,,,,,,,,,,
11-Apr-19,42.677,,7040,,,,,,,,,,,,
10-Apr-19,42.944,,7039,,,,,,,,,,,,
9-Apr-19,43.319,,7038,,,,,,,,,,,,
8-Apr-19,43.68,,7037,,,,,,,,,,,,
5-Apr-19,43.871,,7034,,,,,,,,,,,,
4-Apr-19,43.355,,7033,,,,,,,,,,,,
3-Apr-19,42.817,,7032,,,,,,,,,,,,
2-Apr-19,42.682,,7031,,,,,,,,,,,,
1-Apr-19,42.682,,7030,,,,,,,,,,,,
29-Mar-19,43.281,,7027,,,,,,,,,,,,
28-Mar-19,43.591,,7026,,,,,,,,,,,,
27-Mar-19,43.839,,7025,,,,,,,,,,,,
26-Mar-19,42.591,,7024,,,,,,,,,,,,
25-Mar-19,42.006,,7023,,,,,,,,,,,,
22-Mar-19,41.74,,7020,,,,,,,,,,,,
21-Mar-19,41.02,,7019,,,,,,,,,,,,
20-Mar-19,40.802,,7018,,,,,,,,,,,,
19-Mar-19,40.479,,7017,,,,,,,,,,,,
18-Mar-19,39.977,,7016,,,,,,,,,,,,
15-Mar-19,39.98,,7013,,,,,,,,,,,,
14-Mar-19,40.698,,7012,,,,,,,,,,,,
13-Mar-19,41.179,,7011,,,,,,,,,,,,
12-Mar-19,41.459,,7010,,,,,,,,,,,,
11-Mar-19,41.208,,7009,,,,,,,,,,,,
8-Mar-19,41.175,,7006,,,,,,,,,,,,
7-Mar-19,42.434,,7005,,,,,,,,,,,,
6-Mar-19,40.725,,7004,,,,,,,,,,,,
5-Mar-19,39.83,,7003,,,,,,,,,,,,
4-Mar-19,39.825,,7002,,,,,,,,,,,,
1-Mar-19,39.8295,,6999,,,,,,,,,,,,
28-Feb-19,39.126,,6998,,,,,,,,,,,,
27-Feb-19,38.7745,,6997,,,,,,,,,,,,
26-Feb-19,38.88,,6996,,,,,,,,,,,,
25-Feb-19,39.025,,6995,,,,,,,,,,,,
22-Feb-19,39.185,,6992,,,,,,,,,,,,
21-Feb-19,39.529,,6991,,,,,,,,,,,,
20-Feb-19,39.67,,6990,,,,,,,,,,,,
19-Feb-19,39.28,,6989,,,,,,,,,,,,
18-Feb-19,38.725,,6988,,,,,,,,,,,,
15-Feb-19,38.61,,6985,,,,,,,,,,,,
14-Feb-19,38.192,,6984,,,,,,,,,,,,
13-Feb-19,38.19,,6983,,,,,,,,,,,,
12-Feb-19,37.9605,,6982,,,,,,,,,,,,
11-Feb-19,37.936,,6981,,,,,,,,,,,,
8-Feb-19,37.825,,6978,,,,,,,,,,,,
7-Feb-19,37.8215,,6977,,,,,,,,,,,,
6-Feb-19,37.523,,6976,,,,,,,,,,,,
5-Feb-19,37.2125,,6975,,,,,,,,,,,,
4-Feb-19,37.1515,,6974,,,,,,,,,,,,
1-Feb-19,37.1545,,6971,,,,,,,,,,,,
31-Jan-19,37.299,,6970,,,,,,,,,,,,
30-Jan-19,37.5055,,6969,,,,,,,,,,,,
29-Jan-19,37.63,,6968,,,,,,,,,,,,
28-Jan-19,37.1185,,6967,,,,,,,,,,,,
