Date,Price,,Days since 01/01/2000,,,,,,,,,,,,
10-Dec-15,9.7419,,5822,,,,,,,,,,,,
9-Dec-15,9.7311,,5821,,,,,,,,,,,,
8-Dec-15,9.6992,,5820,,,,,,,,,,,,
7-Dec-15,9.7064,,5819,,,,,,,,,,,,
4-Dec-15,9.7152,,5816,,,,,,,,,,,,
3-Dec-15,9.6906,,5815,,,,,,,,,,,,
2-Dec-15,9.6805,,5814,,,,,,,,,,,,
1-Dec-15,9.6835,,5813,,,,,,,,,,,,
30-Nov-15,9.6609,,5812,,,,,,,,,,,,
27-Nov-15,9.6985,,5809,,,,,,,,,,,,
26-Nov-15,9.6845,,5808,,,,,,,,,,,,
25-Nov-15,9.6333,,5807,,,,,,,,,,,,
24-Nov-15,9.6608,,5806,,,,,,,,,,,,
23-Nov-15,9.6447,,5805,,,,,,,,,,,,
20-Nov-15,9.6413,,5802,,,,,,,,,,,,
19-Nov-15,9.6509,,5801,,,,,,,,,,,,
18-Nov-15,9.6321,,5800,,,,,,,,,,,,
17-Nov-15,9.6406,,5799,,,,,,,,,,,,
16-Nov-15,9.6251,,5798,,,,,,,,,,,,
13-Nov-15,9.6075,,5795,,,,,,,,,,,,
12-Nov-15,9.5997,,5794,,,,,,,,,,,,
11-Nov-15,9.5803,,5793,,,,,,,,,,,,
10-Nov-15,9.5844,,5792,,,,,,,,,,,,
9-Nov-15,9.5794,,5791,,,,,,,,,,,,
6-Nov-15,9.4102,,5788,,,,,,,,,,,,
5-Nov-15,9.5556,,5787,,,,,,,,,,,,
4-Nov-15,9.5358,,5786,,,,,,,,,,,,
3-Nov-15,9.5449,,5785,,,,,,,,,,,,
2-Nov-15,9.5366,,5784,,,,,,,,,,,,
30-Oct-15,9.518,,5781,,,,,,,,,,,,
29-Oct-15,9.5182,,5780,,,,,,,,,,,,
28-Oct-15,9.5287,,5779,,,,,,,,,,,,
27-Oct-15,9.5161,,5778,,,,,,,,,,,,
26-Oct-15,9.527,,5777,,,,,,,,,,,,
23-Oct-15,9.5171,,5774,,,,,,,,,,,,
22-Oct-15,9.5153,,5773,,,,,,,,,,,,
21-Oct-15,9.5133,,5772,,,,,,,,,,,,
20-Oct-15,9.4677,,5771,,,,,,,,,,,,
19-Oct-15,9.4941,,5770,,,,,,,,,,,,
16-Oct-15,9.5042,,5767,,,,,,,,,,,,
15-Oct-15,9.4852,,5766,,,,,,,,,,,,
14-Oct-15,9.4642,,5765,,,,,,,,,,,,
13-Oct-15,9.474,,5764,,,,,,,,,,,,
12-Oct-15,9.3961,,5763,,,,,,,,,,,,
9-Oct-15,9.4462,,5760,,,,,,,,,,,,
8-Oct-15,9.4083,,5759,,,,,,,,,,,,
7-Oct-15,9.4538,,5758,,,,,,,,,,,,
6-Oct-15,9.4534,,5757,,,,,,,,,,,,
5-Oct-15,9.4426,,5756,,,,,,,,,,,,
2-Oct-15,9.4417,,5753,,,,,,,,,,,,
1-Oct-15,9.4275,,5752,,,,,,,,,,,,
30-Sep-15,9.4258,,5751,,,,,,,,,,,,
29-Sep-15,9.424,,5750,,,,,,,,,,,,
28-Sep-15,9.4159,,5749,,,,,,,,,,,,
25-Sep-15,9.4121,,5746,,,,,,,,,,,,
24-Sep-15,9.3975,,5745,,,,,,,,,,,,
23-Sep-15,9.3948,,5744,,,,,,,,,,,,
22-Sep-15,9.3919,,5743,,,,,,,,,,,,
21-Sep-15,9.4025,,5742,,,,,,,,,,,,
18-Sep-15,9.3867,,5739,,,,,,,,,,,,
17-Sep-15,9.3786,,5738,,,,,,,,,,,,
16-Sep-15,9.377,,5737,,,,,,,,,,,,
15-Sep-15,9.3716,,5736,,,,,,,,,,,,
14-Sep-15,9.3579,,5735,,,,,,,,,,,,
11-Sep-15,9.3501,,5732,,,,,,,,,,,,
10-Sep-15,9.3579,,5731,,,,,,,,,,,,
9-Sep-15,9.3423,,5730,,,,,,,,,,,,
8-Sep-15,9.3321,,5729,,,,,,,,,,,,
7-Sep-15,9.3095,,5728,,,,,,,,,,,,
4-Sep-15,9.3353,,5725,,,,,,,,,,,,
3-Sep-15,9.3185,,5724,,,,,,,,,,,,
2-Sep-15,9.3091,,5723,,,,,,,,,,,,
1-Sep-15,9.3126,,5722,,,,,,,,,,,,
31-Aug-15,9.2987,,5721,,,,,,,,,,,,
28-Aug-15,9.2911,,5718,,,,,,,,,,,,
27-Aug-15,9.2893,,5717,,,,,,,,,,,,
26-Aug-15,9.2829,,5716,,,,,,,,,,,,
25-Aug-15,9.2772,,5715,,,,,,,,,,,,
24-Aug-15,9.2703,,5714,,,,,,,,,,,,
21-Aug-15,9.2589,,5711,,,,,,,,,,,,
20-Aug-15,9.2579,,5710,,,,,,,,,,,,
19-Aug-15,9.2685,,5709,,,,,,,,,,,,
18-Aug-15,9.2477,,5708,,,,,,,,,,,,
17-Aug-15,9.2655,,5707,,,,,,,,,,,,
14-Aug-15,9.2405,,5704,,,,,,,,,,,,
13-Aug-15,9.2367,,5703,,,,,,,,,,,,
12-Aug-15,9.2327,,5702,,,,,,,,,,,,
11-Aug-15,9.2256,,5701,,,,,,,,,,,,
10-Aug-15,9.2198,,5700,,,,,,,,,,,,
7-Aug-15,9.2343,,5697,,,,,,,,,,,,
6-Aug-15,9.2125,,5696,,,,,,,,,,,,
5-Aug-15,9.2096,,5695,,,,,,,,,,,,
4-Aug-15,9.2035,,5694,,,,,,,,,,,,
3-Aug-15,9.209,,5693,,,,,,,,,,,,
31-Jul-15,9.1976,,5690,,,,,,,,,,,,
30-Jul-15,9.1993,,5689,,,,,,,,,,,,
29-Jul-15,9.1806,,5688,,,,,,,,,,,,
28-Jul-15,9.1703,,5687,,,,,,,,,,,,
27-Jul-15,9.1921,,5686,,,,,,,,,,,,
24-Jul-15,9.1821,,5683,,,,,,,,,,,,
23-Jul-15,9.1745,,5682,,,,,,,,,,,,
22-Jul-15,9.1681,,5681,,,,,,,,,,,,
21-Jul-15,9.1787,,5680,,,,,,,,,,,,
20-Jul-15,9.1662,,5679,,,,,,,,,,,,
17-Jul-15,9.1288,,5676,,,,,,,,,,,,
16-Jul-15,9.13,,5675,,,,,,,,,,,,
15-Jul-15,9.1305,,5674,,,,,,,,,,,,
14-Jul-15,9.1315,,5673,,,,,,,,,,,,
13-Jul-15,9.1255,,5672,,,,,,,,,,,,
10-Jul-15,9.1351,,5669,,,,,,,,,,,,
9-Jul-15,9.1252,,5668,,,,,,,,,,,,
8-Jul-15,9.1174,,5667,,,,,,,,,,,,
7-Jul-15,9.1029,,5666,,,,,,,,,,,,
6-Jul-15,9.1181,,5665,,,,,,,,,,,,
3-Jul-15,9.0992,,5662,,,,,,,,,,,,
2-Jul-15,9.1049,,5661,,,,,,,,,,,,
1-Jul-15,9.0965,,5660,,,,,,,,,,,,
30-Jun-15,9.0987,,5659,,,,,,,,,,,,
29-Jun-15,9.0874,,5658,,,,,,,,,,,,
26-Jun-15,9.0896,,5655,,,,,,,,,,,,
25-Jun-15,9.0877,,5654,,,,,,,,,,,,
24-Jun-15,9.068,,5653,,,,,,,,,,,,
23-Jun-15,9.0595,,5652,,,,,,,,,,,,
22-Jun-15,9.0633,,5651,,,,,,,,,,,,
19-Jun-15,9.1089,,5648,,,,,,,,,,,,
18-Jun-15,9.0551,,5647,,,,,,,,,,,,
17-Jun-15,9.0739,,5646,,,,,,,,,,,,
16-Jun-15,9.061,,5645,,,,,,,,,,,,
15-Jun-15,9.037,,5644,,,,,,,,,,,,
12-Jun-15,9.0407,,5641,,,,,,,,,,,,
11-Jun-15,9.0315,,5640,,,,,,,,,,,,
10-Jun-15,9.0333,,5639,,,,,,,,,,,,
9-Jun-15,9.028,,5638,,,,,,,,,,,,
8-Jun-15,9.0292,,5637,,,,,,,,,,,,
5-Jun-15,9.0324,,5634,,,,,,,,,,,,
4-Jun-15,9.0195,,5633,,,,,,,,,,,,
3-Jun-15,9.0089,,5632,,,,,,,,,,,,
2-Jun-15,9.0053,,5631,,,,,,,,,,,,
1-Jun-15,9.0105,,5630,,,,,,,,,,,,
29-May-15,9.0035,,5627,,,,,,,,,,,,
28-May-15,8.9971,,5626,,,,,,,,,,,,
27-May-15,8.9823,,5625,,,,,,,,,,,,
26-May-15,8.9773,,5624,,,,,,,,,,,,
25-May-15,9.0047,,5623,,,,,,,,,,,,
22-May-15,8.9886,,5620,,,,,,,,,,,,
21-May-15,8.9721,,5619,,,,,,,,,,,,
20-May-15,8.9652,,5618,,,,,,,,,,,,
19-May-15,8.9439,,5617,,,,,,,,,,,,
18-May-15,8.9507,,5616,,,,,,,,,,,,
15-May-15,8.9536,,5613,,,,,,,,,,,,
14-May-15,8.9495,,5612,,,,,,,,,,,,
13-May-15,8.9516,,5611,,,,,,,,,,,,
12-May-15,8.9353,,5610,,,,,,,,,,,,
11-May-15,8.9405,,5609,,,,,,,,,,,,
8-May-15,8.9341,,5606,,,,,,,,,,,,
7-May-15,8.9261,,5605,,,,,,,,,,,,
6-May-15,8.9394,,5604,,,,,,,,,,,,
5-May-15,8.9035,,5603,,,,,,,,,,,,
4-May-15,8.9035,,5602,,,,,,,,,,,,
1-May-15,8.9185,,5599,,,,,,,,,,,,
30-Apr-15,8.9219,,5598,,,,,,,,,,,,
29-Apr-15,8.9037,,5597,,,,,,,,,,,,
28-Apr-15,8.9066,,5596,,,,,,,,,,,,
27-Apr-15,8.9084,,5595,,,,,,,,,,,,
24-Apr-15,8.8987,,5592,,,,,,,,,,,,
23-Apr-15,8.8994,,5591,,,,,,,,,,,,
22-Apr-15,8.872,,5590,,,,,,,,,,,,
21-Apr-15,8.873,,5589,,,,,,,,,,,,
20-Apr-15,8.868,,5588,,,,,,,,,,,,
17-Apr-15,8.8784,,5585,,,,,,,,,,,,
16-Apr-15,8.8819,,5584,,,,,,,,,,,,
15-Apr-15,8.8683,,5583,,,,,,,,,,,,
14-Apr-15,8.8629,,5582,,,,,,,,,,,,
13-Apr-15,8.8603,,5581,,,,,,,,,,,,
10-Apr-15,8.8454,,5578,,,,,,,,,,,,
9-Apr-15,8.8425,,5577,,,,,,,,,,,,
8-Apr-15,8.8455,,5576,,,,,,,,,,,,
7-Apr-15,8.8442,,5575,,,,,,,,,,,,
6-Apr-15,8.8355,,5574,,,,,,,,,,,,
3-Apr-15,8.837,,5571,,,,,,,,,,,,
2-Apr-15,8.84,,5570,,,,,,,,,,,,
1-Apr-15,8.8261,,5569,,,,,,,,,,,,
31-Mar-15,8.8197,,5568,,,,,,,,,,,,
30-Mar-15,8.8142,,5567,,,,,,,,,,,,
27-Mar-15,8.8131,,5564,,,,,,,,,,,,
26-Mar-15,8.8082,,5563,,,,,,,,,,,,
25-Mar-15,8.8005,,5562,,,,,,,,,,,,
24-Mar-15,8.778,,5561,,,,,,,,,,,,
23-Mar-15,8.7806,,5560,,,,,,,,,,,,
20-Mar-15,8.798,,5557,,,,,,,,,,,,
19-Mar-15,8.7918,,5556,,,,,,,,,,,,
18-Mar-15,8.7922,,5555,,,,,,,,,,,,
17-Mar-15,8.7869,,5554,,,,,,,,,,,,
16-Mar-15,8.7827,,5553,,,,,,,,,,,,
13-Mar-15,8.7853,,5550,,,,,,,,,,,,
12-Mar-15,8.7778,,5549,,,,,,,,,,,,
11-Mar-15,8.7767,,5548,,,,,,,,,,,,
10-Mar-15,8.7707,,5547,,,,,,,,,,,,
9-Mar-15,8.7606,,5546,,,,,,,,,,,,
6-Mar-15,8.7505,,5543,,,,,,,,,,,,
5-Mar-15,8.7485,,5542,,,,,,,,,,,,
4-Mar-15,8.743,,5541,,,,,,,,,,,,
3-Mar-15,8.738,,5540,,,,,,,,,,,,
2-Mar-15,8.733,,5539,,,,,,,,,,,,
27-Feb-15,8.7215,,5536,,,,,,,,,,,,
26-Feb-15,8.7255,,5535,,,,,,,,,,,,
25-Feb-15,8.718,,5534,,,,,,,,,,,,
24-Feb-15,8.7155,,5533,,,,,,,,,,,,
23-Feb-15,8.703,,5532,,,,,,,,,,,,
20-Feb-15,8.703,,5529,,,,,,,,,,,,
19-Feb-15,8.6935,,5528,,,,,,,,,,,,
18-Feb-15,8.691,,5527,,,,,,,,,,,,
17-Feb-15,8.681,,5526,,,,,,,,,,,,
16-Feb-15,8.681,,5525,,,,,,,,,,,,
13-Feb-15,8.6805,,5522,,,,,,,,,,,,
12-Feb-15,8.6725,,5521,,,,,,,,,,,,
11-Feb-15,8.6685,,5520,,,,,,,,,,,,
10-Feb-15,8.665,,5519,,,,,,,,,,,,
9-Feb-15,8.6665,,5518,,,,,,,,,,,,
6-Feb-15,8.6605,,5515,,,,,,,,,,,,
5-Feb-15,8.653,,5514,,,,,,,,,,,,
4-Feb-15,8.6505,,5513,,,,,,,,,,,,
3-Feb-15,8.651,,5512,,,,,,,,,,,,
2-Feb-15,8.6505,,5511,,,,,,,,,,,,
30-Jan-15,8.633,,5508,,,,,,,,,,,,
29-Jan-15,8.631,,5507,,,,,,,,,,,,
28-Jan-15,8.631,,5506,,,,,,,,,,,,
27-Jan-15,8.6285,,5505,,,,,,,,,,,,
26-Jan-15,8.628,,5504,,,,,,,,,,,,
23-Jan-15,8.6193,,5501,,,,,,,,,,,,
22-Jan-15,8.6205,,5500,,,,,,,,,,,,
21-Jan-15,8.6125,,5499,,,,,,,,,,,,
20-Jan-15,8.6113,,5498,,,,,,,,,,,,
19-Jan-15,8.605,,5497,,,,,,,,,,,,
16-Jan-15,8.6005,,5494,,,,,,,,,,,,
15-Jan-15,8.596,,5493,,,,,,,,,,,,
14-Jan-15,8.591,,5492,,,,,,,,,,,,
13-Jan-15,8.5905,,5491,,,,,,,,,,,,
12-Jan-15,8.59,,5490,,,,,,,,,,,,
9-Jan-15,8.5895,,5487,,,,,,,,,,,,
8-Jan-15,8.5885,,5486,,,,,,,,,,,,
7-Jan-15,8.573,,5485,,,,,,,,,,,,
6-Jan-15,8.548,,5484,,,,,,,,,,,,
5-Jan-15,8.5515,,5483,,,,,,,,,,,,
2-Jan-15,8.5555,,5480,,,,,,,,,,,,
1-Jan-15,8.5505,,5479,,,,,,,,,,,,
31-Dec-14,8.5505,,5478,,,,,,,,,,,,
30-Dec-14,8.5505,,5477,,,,,,,,,,,,
29-Dec-14,8.5535,,5476,,,,,,,,,,,,
26-Dec-14,8.5507,,5473,,,,,,,,,,,,
25-Dec-14,8.5508,,5472,,,,,,,,,,,,
24-Dec-14,8.5508,,5471,,,,,,,,,,,,
23-Dec-14,8.5505,,5470,,,,,,,,,,,,
22-Dec-14,8.5505,,5469,,,,,,,,,,,,
19-Dec-14,8.5505,,5466,,,,,,,,,,,,
18-Dec-14,8.551,,5465,,,,,,,,,,,,
17-Dec-14,8.551,,5464,,,,,,,,,,,,
16-Dec-14,8.5505,,5463,,,,,,,,,,,,
15-Dec-14,8.5505,,5462,,,,,,,,,,,,
12-Dec-14,8.5535,,5459,,,,,,,,,,,,
11-Dec-14,8.5535,,5458,,,,,,,,,,,,
10-Dec-14,8.5505,,5457,,,,,,,,,,,,
9-Dec-14,8.553,,5456,,,,,,,,,,,,
8-Dec-14,8.545,,5455,,,,,,,,,,,,
5-Dec-14,8.543,,5452,,,,,,,,,,,,
4-Dec-14,8.5485,,5451,,,,,,,,,,,,
3-Dec-14,8.5435,,5450,,,,,,,,,,,,
2-Dec-14,8.533,,5449,,,,,,,,,,,,
1-Dec-14,8.5312,,5448,,,,,,,,,,,,
28-Nov-14,8.528,,5445,,,,,,,,,,,,
27-Nov-14,8.5208,,5444,,,,,,,,,,,,
26-Nov-14,8.522,,5443,,,,,,,,,,,,
25-Nov-14,8.518,,5442,,,,,,,,,,,,
24-Nov-14,8.5155,,5441,,,,,,,,,,,,
21-Nov-14,8.5155,,5438,,,,,,,,,,,,
20-Nov-14,8.5155,,5437,,,,,,,,,,,,
19-Nov-14,8.5155,,5436,,,,,,,,,,,,
18-Nov-14,8.5125,,5435,,,,,,,,,,,,
17-Nov-14,8.5105,,5434,,,,,,,,,,,,
14-Nov-14,8.5095,,5431,,,,,,,,,,,,
13-Nov-14,8.508,,5430,,,,,,,,,,,,
12-Nov-14,8.5115,,5429,,,,,,,,,,,,
11-Nov-14,8.508,,5428,,,,,,,,,,,,
10-Nov-14,8.5085,,5427,,,,,,,,,,,,
7-Nov-14,8.5095,,5424,,,,,,,,,,,,
6-Nov-14,8.5055,,5423,,,,,,,,,,,,
5-Nov-14,8.5055,,5422,,,,,,,,,,,,
4-Nov-14,8.5055,,5421,,,,,,,,,,,,
3-Nov-14,8.508,,5420,,,,,,,,,,,,
31-Oct-14,8.503,,5417,,,,,,,,,,,,
30-Oct-14,8.5005,,5416,,,,,,,,,,,,
29-Oct-14,8.5005,,5415,,,,,,,,,,,,
28-Oct-14,8.501,,5414,,,,,,,,,,,,
27-Oct-14,8.493,,5413,,,,,,,,,,,,
24-Oct-14,8.4855,,5410,,,,,,,,,,,,
23-Oct-14,8.4855,,5409,,,,,,,,,,,,
22-Oct-14,8.4905,,5408,,,,,,,,,,,,
21-Oct-14,8.4905,,5407,,,,,,,,,,,,
20-Oct-14,8.4735,,5406,,,,,,,,,,,,
17-Oct-14,8.4735,,5403,,,,,,,,,,,,
16-Oct-14,8.4765,,5402,,,,,,,,,,,,
15-Oct-14,8.4735,,5401,,,,,,,,,,,,
14-Oct-14,8.4715,,5400,,,,,,,,,,,,
13-Oct-14,8.4755,,5399,,,,,,,,,,,,
10-Oct-14,8.4765,,5396,,,,,,,,,,,,
9-Oct-14,8.4705,,5395,,,,,,,,,,,,
8-Oct-14,8.4585,,5394,,,,,,,,,,,,
7-Oct-14,8.4545,,5393,,,,,,,,,,,,
6-Oct-14,8.4705,,5392,,,,,,,,,,,,
3-Oct-14,8.4455,,5389,,,,,,,,,,,,
2-Oct-14,8.4405,,5388,,,,,,,,,,,,
1-Oct-14,8.4505,,5387,,,,,,,,,,,,
30-Sep-14,8.4335,,5386,,,,,,,,,,,,
29-Sep-14,8.481,,5385,,,,,,,,,,,,
26-Sep-14,8.4495,,5382,,,,,,,,,,,,
25-Sep-14,8.421,,5381,,,,,,,,,,,,
24-Sep-14,8.42,,5380,,,,,,,,,,,,
23-Sep-14,8.426,,5379,,,,,,,,,,,,
22-Sep-14,8.428,,5378,,,,,,,,,,,,
19-Sep-14,8.4205,,5375,,,,,,,,,,,,
18-Sep-14,8.4005,,5374,,,,,,,,,,,,
17-Sep-14,8.401,,5373,,,,,,,,,,,,
16-Sep-14,8.4012,,5372,,,,,,,,,,,,
15-Sep-14,8.4017,,5371,,,,,,,,,,,,
12-Sep-14,8.401,,5368,,,,,,,,,,,,
11-Sep-14,8.4005,,5367,,,,,,,,,,,,
10-Sep-14,8.4005,,5366,,,,,,,,,,,,
9-Sep-14,8.4027,,5365,,,,,,,,,,,,
8-Sep-14,8.405,,5364,,,,,,,,,,,,
5-Sep-14,8.4155,,5361,,,,,,,,,,,,
4-Sep-14,8.4015,,5360,,,,,,,,,,,,
3-Sep-14,8.4155,,5359,,,,,,,,,,,,
2-Sep-14,8.4005,,5358,,,,,,,,,,,,
1-Sep-14,8.403,,5357,,,,,,,,,,,,
29-Aug-14,8.4013,,5354,,,,,,,,,,,,
28-Aug-14,8.4015,,5353,,,,,,,,,,,,
27-Aug-14,8.4055,,5352,,,,,,,,,,,,
26-Aug-14,8.3917,,5351,,,,,,,,,,,,
25-Aug-14,8.392,,5350,,,,,,,,,,,,
22-Aug-14,8.3925,,5347,,,,,,,,,,,,
21-Aug-14,8.3938,,5346,,,,,,,,,,,,
20-Aug-14,8.3225,,5345,,,,,,,,,,,,
19-Aug-14,8.283,,5344,,,,,,,,,,,,
18-Aug-14,8.2752,,5343,,,,,,,,,,,,
15-Aug-14,8.2753,,5340,,,,,,,,,,,,
14-Aug-14,8.2755,,5339,,,,,,,,,,,,
13-Aug-14,8.2705,,5338,,,,,,,,,,,,
12-Aug-14,8.2638,,5337,,,,,,,,,,,,
11-Aug-14,8.2638,,5336,,,,,,,,,,,,
8-Aug-14,8.2664,,5333,,,,,,,,,,,,
7-Aug-14,8.264,,5332,,,,,,,,,,,,
6-Aug-14,8.2662,,5331,,,,,,,,,,,,
5-Aug-14,8.2625,,5330,,,,,,,,,,,,
4-Aug-14,8.2613,,5329,,,,,,,,,,,,
1-Aug-14,8.2358,,5326,,,,,,,,,,,,
31-Jul-14,8.2138,,5325,,,,,,,,,,,,
30-Jul-14,8.1855,,5324,,,,,,,,,,,,
29-Jul-14,8.1855,,5323,,,,,,,,,,,,
28-Jul-14,8.1769,,5322,,,,,,,,,,,,
25-Jul-14,8.168,,5319,,,,,,,,,,,,
24-Jul-14,8.168,,5318,,,,,,,,,,,,
23-Jul-14,8.1685,,5317,,,,,,,,,,,,
22-Jul-14,8.1695,,5316,,,,,,,,,,,,
21-Jul-14,8.1632,,5315,,,,,,,,,,,,
18-Jul-14,8.1473,,5312,,,,,,,,,,,,
17-Jul-14,8.1475,,5311,,,,,,,,,,,,
16-Jul-14,8.1478,,5310,,,,,,,,,,,,
15-Jul-14,8.148,,5309,,,,,,,,,,,,
14-Jul-14,8.148,,5308,,,,,,,,,,,,
11-Jul-14,8.152,,5305,,,,,,,,,,,,
10-Jul-14,8.1405,,5304,,,,,,,,,,,,
9-Jul-14,8.1405,,5303,,,,,,,,,,,,
8-Jul-14,8.1405,,5302,,,,,,,,,,,,
7-Jul-14,8.1385,,5301,,,,,,,,,,,,
4-Jul-14,8.1387,,5298,,,,,,,,,,,,
3-Jul-14,8.1395,,5297,,,,,,,,,,,,
2-Jul-14,8.138,,5296,,,,,,,,,,,,
1-Jul-14,8.1312,,5295,,,,,,,,,,,,
30-Jun-14,8.1315,,5294,,,,,,,,,,,,
27-Jun-14,8.1318,,5291,,,,,,,,,,,,
26-Jun-14,8.1305,,5290,,,,,,,,,,,,
25-Jun-14,8.1332,,5289,,,,,,,,,,,,
24-Jun-14,8.1332,,5288,,,,,,,,,,,,
23-Jun-14,8.1332,,5287,,,,,,,,,,,,
20-Jun-14,8.1305,,5284,,,,,,,,,,,,
19-Jun-14,8.1305,,5283,,,,,,,,,,,,
18-Jun-14,8.128,,5282,,,,,,,,,,,,
17-Jun-14,8.128,,5281,,,,,,,,,,,,
16-Jun-14,8.1305,,5280,,,,,,,,,,,,
13-Jun-14,8.1307,,5277,,,,,,,,,,,,
12-Jun-14,8.1275,,5276,,,,,,,,,,,,
11-Jun-14,8.128,,5275,,,,,,,,,,,,
10-Jun-14,8.1295,,5274,,,,,,,,,,,,
9-Jun-14,8.128,,5273,,,,,,,,,,,,
6-Jun-14,8.143,,5270,,,,,,,,,,,,
5-Jun-14,8.1205,,5269,,,,,,,,,,,,
4-Jun-14,8.1065,,5268,,,,,,,,,,,,
3-Jun-14,8.093,,5267,,,,,,,,,,,,
2-Jun-14,8.0805,,5266,,,,,,,,,,,,
30-May-14,8.0785,,5263,,,,,,,,,,,,
29-May-14,8.0742,,5262,,,,,,,,,,,,
28-May-14,8.0745,,5261,,,,,,,,,,,,
27-May-14,8.063,,5260,,,,,,,,,,,,
26-May-14,8.0633,,5259,,,,,,,,,,,,
23-May-14,8.0605,,5256,,,,,,,,,,,,
22-May-14,8.0608,,5255,,,,,,,,,,,,
21-May-14,8.0595,,5254,,,,,,,,,,,,
20-May-14,8.0598,,5253,,,,,,,,,,,,
19-May-14,8.0655,,5252,,,,,,,,,,,,
16-May-14,8.0605,,5249,,,,,,,,,,,,
15-May-14,8.0575,,5248,,,,,,,,,,,,
14-May-14,8.0207,,5247,,,,,,,,,,,,
13-May-14,8.0208,,5246,,,,,,,,,,,,
12-May-14,8.0125,,5245,,,,,,,,,,,,
9-May-14,8.002,,5242,,,,,,,,,,,,
8-May-14,8.0005,,5241,,,,,,,,,,,,
7-May-14,8.0007,,5240,,,,,,,,,,,,
6-May-14,8.002,,5239,,,,,,,,,,,,
5-May-14,8.0012,,5238,,,,,,,,,,,,
2-May-14,8.0005,,5235,,,,,,,,,,,,
1-May-14,8.0007,,5234,,,,,,,,,,,,
30-Apr-14,8.0008,,5233,,,,,,,,,,,,
29-Apr-14,8.0008,,5232,,,,,,,,,,,,
28-Apr-14,8.0008,,5231,,,,,,,,,,,,
25-Apr-14,8.0008,,5228,,,,,,,,,,,,
24-Apr-14,8.0008,,5227,,,,,,,,,,,,
23-Apr-14,8.0008,,5226,,,,,,,,,,,,
22-Apr-14,8.0008,,5225,,,,,,,,,,,,
21-Apr-14,8.0032,,5224,,,,,,,,,,,,
18-Apr-14,8.0008,,5221,,,,,,,,,,,,
17-Apr-14,8.0008,,5220,,,,,,,,,,,,
16-Apr-14,8.0008,,5219,,,,,,,,,,,,
15-Apr-14,8.0008,,5218,,,,,,,,,,,,
14-Apr-14,8.0008,,5217,,,,,,,,,,,,
11-Apr-14,8.0003,,5214,,,,,,,,,,,,
10-Apr-14,8.0007,,5213,,,,,,,,,,,,
9-Apr-14,8.0008,,5212,,,,,,,,,,,,
8-Apr-14,8.0008,,5211,,,,,,,,,,,,
7-Apr-14,8.0002,,5210,,,,,,,,,,,,
4-Apr-14,8.003,,5207,,,,,,,,,,,,
3-Apr-14,8.0032,,5206,,,,,,,,,,,,
2-Apr-14,7.998,,5205,,,,,,,,,,,,
1-Apr-14,8.0013,,5204,,,,,,,,,,,,
31-Mar-14,8.001,,5203,,,,,,,,,,,,
28-Mar-14,8.0032,,5200,,,,,,,,,,,,
27-Mar-14,8.0045,,5199,,,,,,,,,,,,
26-Mar-14,8.0025,,5198,,,,,,,,,,,,
25-Mar-14,8.0055,,5197,,,,,,,,,,,,
24-Mar-14,7.9655,,5196,,,,,,,,,,,,
21-Mar-14,7.9658,,5193,,,,,,,,,,,,
20-Mar-14,7.9507,,5192,,,,,,,,,,,,
19-Mar-14,7.9508,,5191,,,,,,,,,,,,
18-Mar-14,7.9458,,5190,,,,,,,,,,,,
17-Mar-14,7.9175,,5189,,,,,,,,,,,,
14-Mar-14,7.8932,,5186,,,,,,,,,,,,
13-Mar-14,7.8758,,5185,,,,,,,,,,,,
12-Mar-14,7.8773,,5184,,,,,,,,,,,,
11-Mar-14,7.864,,5183,,,,,,,,,,,,
10-Mar-14,7.8608,,5182,,,,,,,,,,,,
7-Mar-14,7.8615,,5179,,,,,,,,,,,,
6-Mar-14,7.8845,,5178,,,,,,,,,,,,
5-Mar-14,7.8848,,5177,,,,,,,,,,,,
4-Mar-14,7.885,,5176,,,,,,,,,,,,
3-Mar-14,7.8852,,5175,,,,,,,,,,,,
28-Feb-14,7.8855,,5172,,,,,,,,,,,,
27-Feb-14,7.8855,,5171,,,,,,,,,,,,
26-Feb-14,7.877,,5170,,,,,,,,,,,,
25-Feb-14,7.868,,5169,,,,,,,,,,,,
24-Feb-14,7.8535,,5168,,,,,,,,,,,,
21-Feb-14,7.8432,,5165,,,,,,,,,,,,
20-Feb-14,7.8155,,5164,,,,,,,,,,,,
19-Feb-14,7.7808,,5163,,,,,,,,,,,,
18-Feb-14,7.7605,,5162,,,,,,,,,,,,
17-Feb-14,7.7582,,5161,,,,,,,,,,,,
14-Feb-14,7.81,,5158,,,,,,,,,,,,
13-Feb-14,7.8103,,5157,,,,,,,,,,,,
12-Feb-14,7.8108,,5156,,,,,,,,,,,,
11-Feb-14,7.8205,,5155,,,,,,,,,,,,
10-Feb-14,7.8125,,5154,,,,,,,,,,,,
7-Feb-14,7.8413,,5151,,,,,,,,,,,,
6-Feb-14,7.878,,5150,,,,,,,,,,,,
5-Feb-14,7.8955,,5149,,,,,,,,,,,,
4-Feb-14,8.008,,5148,,,,,,,,,,,,
3-Feb-14,8.0132,,5147,,,,,,,,,,,,
31-Jan-14,8.0188,,5144,,,,,,,,,,,,
30-Jan-14,8.0055,,5143,,,,,,,,,,,,
29-Jan-14,8.003,,5142,,,,,,,,,,,,
